name,gender,medal_type,country,country_code,event,discipline,url
GANJZADEH Sajad,Male,Gold ,Islamic Republic of Iran,IRI,Men's Kumite +75kg,Karate,../../../en/results/karate/athlete-profile-n1284739-ganjzadeh-sajad.htm
HAMEDI Tareg,Male,Silver ,Saudi Arabia,KSA,Men's Kumite +75kg,Karate,../../../en/results/karate/athlete-profile-n1483645-hamedi-tareg.htm
ARAGA Ryutaro,Male,Bronze ,Japan,JPN,Men's Kumite +75kg,Karate,../../../en/results/karate/athlete-profile-n1315375-araga-ryutaro.htm
AKTAS Ugur,Male,Bronze ,Turkey,TUR,Men's Kumite +75kg,Karate,../../../en/results/karate/athlete-profile-n1325285-aktas-ugur.htm
ABDELAZIZ Feryal,Female,Gold ,Egypt,EGY,Women's Kumite +61kg,Karate,../../../en/results/karate/athlete-profile-n1306348-abdelaziz-feryal.htm
ZARETSKA Iryna,Female,Silver ,Azerbaijan,AZE,Women's Kumite +61kg,Karate,../../../en/results/karate/athlete-profile-n1439654-zaretska-iryna.htm
GONG Li,Female,Bronze ,People's Republic of China,CHN,Women's Kumite +61kg,Karate,../../../en/results/karate/athlete-profile-n1309456-gong-li.htm
BERULTSEVA Sofya,Female,Bronze ,Kazakhstan,KAZ,Women's Kumite +61kg,Karate,../../../en/results/karate/athlete-profile-n1304797-berultseva-sofya.htm
CHOONG Joseph,Male,Gold ,Great Britain,GBR,Men's Individual,Modern Pentathlon,../../../en/results/modern-pentathlon/athlete-profile-n1444327-choong-joseph.htm
ELGENDY Ahmed,Male,Silver ,Egypt,EGY,Men's Individual,Modern Pentathlon,../../../en/results/modern-pentathlon/athlete-profile-n1317725-elgendy-ahmed.htm
JUN Woongtae,Male,Bronze ,Republic of Korea,KOR,Men's Individual,Modern Pentathlon,../../../en/results/modern-pentathlon/athlete-profile-n1342759-jun-woongtae.htm
ASHRAM Linoy,Female,Gold ,Israel,ISR,Individual All-Around,Rhythmic Gymnastics,../../../en/results/rhythmic-gymnastics/athlete-profile-n1279943-ashram-linoy.htm
AVERINA Dina,Female,Silver ,ROC,ROC,Individual All-Around,Rhythmic Gymnastics,../../../en/results/rhythmic-gymnastics/athlete-profile-n1428424-averina-dina.htm
HARNASKO Alina,Female,Bronze ,Belarus,BLR,Individual All-Around,Rhythmic Gymnastics,../../../en/results/rhythmic-gymnastics/athlete-profile-n1289049-harnasko-alina.htm
le GOFF Nicolas,Male,Gold ,France,FRA,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1346486-le-goff-nicolas.htm
CHINENYEZE Barthelemy,Male,Gold ,France,FRA,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1340471-chinenyeze-barthelemy.htm
BOYER Stephen,Male,Gold ,France,FRA,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1340607-boyer-stephen.htm
BRIZARD Antoine,Male,Gold ,France,FRA,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1340608-brizard-antoine.htm
BULTOR Daryl,Male,Gold ,France,FRA,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1340609-bultor-daryl.htm
CLEVENOT Trevor,Male,Gold ,France,FRA,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1340611-clevenot-trevor.htm
GREBENNIKOV Jenia,Male,Gold ,France,FRA,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1340615-grebennikov-jenia.htm
LOUATI Yacine,Male,Gold ,France,FRA,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1340620-louati-yacine.htm
NGAPETH Earvin,Male,Gold ,France,FRA,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1340623-ngapeth-earvin.htm
PATRY Jean,Male,Gold ,France,FRA,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1340624-patry-jean.htm
TILLIE Kevin,Male,Gold ,France,FRA,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1340629-tillie-kevin.htm
TONIUTTI Benjamin,Male,Gold ,France,FRA,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1340630-toniutti-benjamin.htm
KOBZAR Igor,Male,Silver ,ROC,ROC,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1435932-kobzar-igor.htm
PANKOV Pavel,Male,Silver ,ROC,ROC,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1435933-pankov-pavel.htm
VOLVICH Artem,Male,Silver ,ROC,ROC,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1435937-volvich-artem.htm
KURKAEV Ilyas,Male,Silver ,ROC,ROC,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1435939-kurkaev-ilyas.htm
IAKOVLEV Ivan,Male,Silver ,ROC,ROC,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1435940-iakovlev-ivan.htm
KLIUKA Egor,Male,Silver ,ROC,ROC,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1435949-kliuka-egor.htm
VOLKOV Dmitry,Male,Silver ,ROC,ROC,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1435950-volkov-dmitry.htm
PODLESNYKH Yaroslav,Male,Silver ,ROC,ROC,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1435953-podlesnykh-yaroslav.htm
BOGDAN Denis,Male,Silver ,ROC,ROC,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1435955-bogdan-denis.htm
MIKHAYLOV Maxim,Male,Silver ,ROC,ROC,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1435961-mikhaylov-maxim.htm
POLETAEV Victor,Male,Silver ,ROC,ROC,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1435962-poletaev-victor.htm
GOLUBEV Valentin,Male,Silver ,ROC,ROC,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1435968-golubev-valentin.htm
de CECCO Luciano,Male,Bronze ,Argentina,ARG,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1366270-de-cecco-luciano.htm
SANCHEZ Matias,Male,Bronze ,Argentina,ARG,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1366275-sanchez-matias.htm
SOLE Sebastian,Male,Bronze ,Argentina,ARG,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1366852-sole-sebastian.htm
RAMOS Martin,Male,Bronze ,Argentina,ARG,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1366854-ramos-martin.htm
LOSER Agustin,Male,Bronze ,Argentina,ARG,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1366855-loser-agustin.htm
PEREYRA Federico,Male,Bronze ,Argentina,ARG,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1366889-pereyra-federico.htm
LIMA Bruno,Male,Bronze ,Argentina,ARG,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1366890-lima-bruno.htm
CONTE Facundo,Male,Bronze ,Argentina,ARG,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1366894-conte-facundo.htm
POGLAJEN Cristian,Male,Bronze ,Argentina,ARG,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1366895-poglajen-cristian.htm
PALACIOS Ezequiel,Male,Bronze ,Argentina,ARG,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1366896-palacios-ezequiel.htm
MENDEZ Nicolas,Male,Bronze ,Argentina,ARG,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1366897-mendez-nicolas.htm
DANANI Santiago,Male,Bronze ,Argentina,ARG,Men,Volleyball,../../../en/results/volleyball/athlete-profile-n1366904-danani-santiago.htm
FISCHER Aria,Female,Gold ,United States of America,USA,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1320500-fischer-aria.htm
JOHNSON Ashleigh,Female,Gold ,United States of America,USA,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1320502-johnson-ashleigh.htm
LONGAN Amanda,Female,Gold ,United States of America,USA,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1320506-longan-amanda.htm
WILLIAMS Alys,Female,Gold ,United States of America,USA,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1320512-williams-alys.htm
NEUSHUL Jamie,Female,Gold ,United States of America,USA,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1320532-neushul-jamie.htm
GILCHRIST Kaleigh,Female,Gold ,United States of America,USA,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1320540-gilchrist-kaleigh.htm
FISCHER Makenzie,Female,Gold ,United States of America,USA,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1320548-fischer-makenzie.htm
MUSSELMAN Madeline,Female,Gold ,United States of America,USA,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1320550-musselman-madeline.htm
SEIDEMANN Melissa,Female,Gold ,United States of America,USA,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1320555-seidemann-melissa.htm
STEFFENS Margaret,Female,Gold ,United States of America,USA,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1320556-steffens-margaret.htm
HAUSCHILD Paige,Female,Gold ,United States of America,USA,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1320561-hauschild-paige.htm
FATTAL Rachel,Female,Gold ,United States of America,USA,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1320562-fattal-rachel.htm
HARALABIDIS Stephanie,Female,Gold ,United States of America,USA,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1320563-haralabidis-stephanie.htm
BACH Marta,Female,Silver ,Spain,ESP,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1325896-bach-marta.htm
ESPAR LLAQUET Anna,Female,Silver ,Spain,ESP,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1325907-espar-llaquet-anna.htm
ESPAR LLAQUET Clara,Female,Silver ,Spain,ESP,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1325908-espar-llaquet-clara.htm
ESTER RAMOS Laura,Female,Silver ,Spain,ESP,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1325909-ester-ramos-laura.htm
FORCA ARIZA Judith,Female,Silver ,Spain,ESP,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1325912-forca-ariza-judith.htm
GARCIA GODOY Maica,Female,Silver ,Spain,ESP,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1325913-garcia-godoy-maica.htm
GONZALEZ LOPEZ Irene,Female,Silver ,Spain,ESP,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1325915-gonzalez-lopez-irene.htm
LEITON ARRONES Paula,Female,Silver ,Spain,ESP,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1325920-leiton-arrones-paula.htm
ORTIZ Bea,Female,Silver ,Spain,ESP,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1325928-ortiz-bea.htm
PENA Pili,Female,Silver ,Spain,ESP,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1325929-pena-pili.htm
SANCHEZ GONZALEZ Maria Elena,Female,Silver ,Spain,ESP,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1325933-sanchez-gonzalez-maria-elena.htm
TARRAGO AYMERICH Roser,Female,Silver ,Spain,ESP,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1325935-tarrago-aymerich-roser.htm
RUIZ Elena,Female,Silver ,Spain,ESP,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1449411-ruiz-elena.htm
GANGL Edina,Female,Bronze ,Hungary,HUN,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1364474-gangl-edina.htm
GARDA Krisztina,Female,Bronze ,Hungary,HUN,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1364476-garda-krisztina.htm
GURISATTI Greta,Female,Bronze ,Hungary,HUN,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1364477-gurisatti-greta.htm
GYONGYOSSY Aniko,Female,Bronze ,Hungary,HUN,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1364480-gyongyossy-aniko.htm
ILLES Anna,Female,Bronze ,Hungary,HUN,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1364482-illes-anna.htm
KESZTHELYI Rita,Female,Bronze ,Hungary,HUN,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1364483-keszthelyi-rita.htm
LEIMETER Dora,Female,Bronze ,Hungary,HUN,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1364485-leimeter-dora.htm
MAGYARI Alda,Female,Bronze ,Hungary,HUN,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1364487-magyari-alda.htm
PARKES Rebecca,Female,Bronze ,Hungary,HUN,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1364489-parkes-rebecca.htm
RYBANSKA Natasa,Female,Bronze ,Hungary,HUN,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1364492-rybanska-natasa.htm
SZILAGYI Dorottya,Female,Bronze ,Hungary,HUN,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1364493-szilagyi-dorottya.htm
SZUCS Gabriella,Female,Bronze ,Hungary,HUN,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1364494-szucs-gabriella.htm
VALYI Vanda,Female,Bronze ,Hungary,HUN,Women,Water Polo,../../../en/results/water-polo/athlete-profile-n1364496-valyi-vanda.htm
OTOGURO Takuto,Male,Gold ,Japan,JPN,Men's Freestyle 65kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1316589-otoguro-takuto.htm
ALIYEV Haji,Male,Silver ,Azerbaijan,AZE,Men's Freestyle 65kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1437010-aliyev-haji.htm
RASHIDOV Gadzhimurad,Male,Bronze ,ROC,ROC,Men's Freestyle 65kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1436292-rashidov-gadzhimurad.htm
BAJRANG Bajrang,Male,Bronze ,India,IND,Men's Freestyle 65kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1339640-bajrang-bajrang.htm
SADULAEV Abdulrashid,Male,Gold ,ROC,ROC,Men's Freestyle 97kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1436304-sadulaev-abdulrashid.htm
SNYDER Kyle Frederick,Male,Silver ,United States of America,USA,Men's Freestyle 97kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1347894-snyder-kyle-frederick.htm
SALAS PEREZ Reineris,Male,Bronze ,Cuba,CUB,Men's Freestyle 97kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1311274-salas-perez-reineris.htm
CONYEDO RUANO Abraham de Jesus,Male,Bronze ,Italy,ITA,Men's Freestyle 97kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1449499-conyedo-ruano-abraham-de-jesus.htm
SUSAKI Yui,Female,Gold ,Japan,JPN,Women's Freestyle 50kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1316576-susaki-yui.htm
SUN Yanan,Female,Silver ,People's Republic of China,CHN,Women's Freestyle 50kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1313451-sun-yanan.htm
STADNIK Mariya,Female,Bronze ,Azerbaijan,AZE,Women's Freestyle 50kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1435841-stadnik-mariya.htm
HILDEBRANDT Sarah Ann,Female,Bronze ,United States of America,USA,Women's Freestyle 50kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1348069-hildebrandt-sarah-ann.htm
KIPCHOGE Eliud,Male,Gold ,Kenya,KEN,Men's Marathon,Athletics,../../../en/results/athletics/athlete-profile-n1402380-kipchoge-eliud.htm
NAGEEYE Abdi,Male,Silver ,Netherlands,NED,Men's Marathon,Athletics,../../../en/results/athletics/athlete-profile-n1476235-nageeye-abdi.htm
ABDI Bashir,Male,Bronze ,Belgium,BEL,Men's Marathon,Athletics,../../../en/results/athletics/athlete-profile-n1401953-abdi-bashir.htm
ATKINS Ariel,Female,Gold ,United States of America,USA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1312752-atkins-ariel.htm
WILSON A'ja,Female,Gold ,United States of America,USA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1312759-wilson-a-ja.htm
GRINER Brittney,Female,Gold ,United States of America,USA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1312761-griner-brittney.htm
STEWART Breanna,Female,Gold ,United States of America,USA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1312764-stewart-breanna.htm
GRAY Chelsea,Female,Gold ,United States of America,USA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1312766-gray-chelsea.htm
LOYD Jewell,Female,Gold ,United States of America,USA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1312791-loyd-jewell.htm
TAURASI Diana,Female,Gold ,United States of America,USA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1312778-taurasi-diana.htm
BIRD Sue,Female,Gold ,United States of America,USA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1312826-bird-sue.htm
DIGGINS Skylar,Female,Gold ,United States of America,USA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1312827-diggins-skylar.htm
FOWLES Sylvia,Female,Gold ,United States of America,USA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1312829-fowles-sylvia.htm
CHARLES Tina,Female,Gold ,United States of America,USA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1312832-charles-tina.htm
COLLIER Napheesa,Female,Gold ,United States of America,USA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1312838-collier-napheesa.htm
MIYOSHI Naho,Female,Silver ,Japan,JPN,Women,Basketball,../../../en/results/basketball/athlete-profile-n1313527-miyoshi-naho.htm
TAKADA Maki,Female,Silver ,Japan,JPN,Women,Basketball,../../../en/results/basketball/athlete-profile-n1313610-takada-maki.htm
MACHIDA Rui,Female,Silver ,Japan,JPN,Women,Basketball,../../../en/results/basketball/athlete-profile-n1313618-machida-rui.htm
MIYAZAWA Yuki,Female,Silver ,Japan,JPN,Women,Basketball,../../../en/results/basketball/athlete-profile-n1313619-miyazawa-yuki.htm
MOTOHASHI Nako,Female,Silver ,Japan,JPN,Women,Basketball,../../../en/results/basketball/athlete-profile-n1313621-motohashi-nako.htm
NAGAOKA Moeko,Female,Silver ,Japan,JPN,Women,Basketball,../../../en/results/basketball/athlete-profile-n1313623-nagaoka-moeko.htm
HAYASHI Saki,Female,Silver ,Japan,JPN,Women,Basketball,../../../en/results/basketball/athlete-profile-n1313626-hayashi-saki.htm
MAWULI Evelyn,Female,Silver ,Japan,JPN,Women,Basketball,../../../en/results/basketball/athlete-profile-n1313628-mawuli-evelyn.htm
MIYAZAKI Saori,Female,Silver ,Japan,JPN,Women,Basketball,../../../en/results/basketball/athlete-profile-n1313629-miyazaki-saori.htm
AKAHO Himawari,Female,Silver ,Japan,JPN,Women,Basketball,../../../en/results/basketball/athlete-profile-n1313636-akaho-himawari.htm
OKOYE Monica,Female,Silver ,Japan,JPN,Women,Basketball,../../../en/results/basketball/athlete-profile-n1313639-okoye-monica.htm
TODO Nanako,Female,Silver ,Japan,JPN,Women,Basketball,../../../en/results/basketball/athlete-profile-n1313643-todo-nanako.htm
FAUTHOUX Marine,Female,Bronze ,France,FRA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1340259-fauthoux-marine.htm
DUCHET Alix,Female,Bronze ,France,FRA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1340260-duchet-alix.htm
JOHANNES Marine,Female,Bronze ,France,FRA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1340262-johannes-marine.htm
MICHEL Sarah,Female,Bronze ,France,FRA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1340263-michel-sarah.htm
VUKOSAVLJEVIC Valeriane,Female,Bronze ,France,FRA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1340265-vukosavljevic-valeriane.htm
TCHATCHOUANG Diandra,Female,Bronze ,France,FRA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1340266-tchatchouang-diandra.htm
MIYEM Endene,Female,Bronze ,France,FRA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1340267-miyem-endene.htm
CHARTEREAU Alexia,Female,Bronze ,France,FRA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1340268-chartereau-alexia.htm
GRUDA Sandrine,Female,Bronze ,France,FRA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1340269-gruda-sandrine.htm
RUPERT Iliana,Female,Bronze ,France,FRA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1340270-rupert-iliana.htm
CIAK Helena,Female,Bronze ,France,FRA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1340271-ciak-helena.htm
WILLIAMS Gabby,Female,Bronze ,France,FRA,Women,Basketball,../../../en/results/basketball/athlete-profile-n1396396-williams-gabby.htm
CRUZ Andy,Male,Gold ,Cuba,CUB,Men's Light (57-63kg),Boxing,../../../en/results/boxing/athlete-profile-n1306619-cruz-andy.htm
DAVIS Keyshawn,Male,Silver ,United States of America,USA,Men's Light (57-63kg),Boxing,../../../en/results/boxing/athlete-profile-n1309312-davis-keyshawn.htm
